year,sex,age,suicides_no
2007,1,15,9.0
2007,0,15,39.0
2008,1,15,10.0
2008,0,15,48.0
2009,1,15,9.0
2009,0,15,29.0
2010,1,15,8.0
2010,0,15,35.0
2011,1,15,11.0
2011,0,15,36.0
2012,1,15,14.0
2012,0,15,45.0
2013,1,15,6.0
2013,0,15,32.0
2014,1,15,5.0
2014,0,15,33.0
2011,1,15,1.0
2011,0,15,5.0
1979,1,15,152.0
1979,0,15,654.0
1980,1,15,124.0
1980,0,15,593.0
1981,1,15,112.0
1981,0,15,640.0
1982,1,15,108.0
1982,0,15,627.0
1983,1,15,101.0
1983,0,15,661.0
1984,1,15,94.0
1984,0,15,610.0
1985,1,15,85.0
1985,0,15,560.0
1986,1,15,109.0
1986,0,15,570.0
1987,1,15,100.0
1987,0,15,532.0
1988,1,15,96.0
1988,0,15,549.0
1989,1,15,91.0
1989,0,15,528.0
1990,1,15,94.0
1990,0,15,484.0
1991,1,15,76.0
1991,0,15,539.0
1992,1,15,119.0
1992,0,15,504.0
1993,1,15,93.0
1993,0,15,488.0
1994,1,15,105.0
1994,0,15,506.0
1995,1,15,96.0
1995,0,15,507.0
1996,1,15,91.0
1996,0,15,490.0
1997,1,15,90.0
1997,0,15,464.0
1998,1,15,105.0
1998,0,15,457.0
1999,1,15,90.0
1999,0,15,468.0
2000,1,15,112.0
2000,0,15,430.0
2001,1,15,105.0
2001,0,15,398.0
2002,1,15,108.0
2002,0,15,384.0
2003,1,15,113.0
2003,0,15,409.0
2004,1,15,101.0
2004,0,15,379.0
2005,1,15,131.0
2005,0,15,378.0
2006,1,15,86.0
2006,0,15,331.0
2007,1,15,116.0
2007,0,15,359.0
2008,1,15,119.0
2008,0,15,344.0
2009,1,15,130.0
2009,0,15,349.0
2010,1,15,115.0
2010,0,15,371.0
2011,1,15,135.0
2011,0,15,364.0
2012,1,15,137.0
2012,0,15,381.0
2013,1,15,138.0
2013,0,15,300.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,0.0
1984,0,15,1.0
1985,1,15,0.0
1985,0,15,0.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
1988,1,15,0.0
1988,0,15,1.0
1989,1,15,0.0
1989,0,15,0.0
1990,1,15,0.0
1990,0,15,0.0
1991,1,15,0.0
1991,0,15,1.0
1992,1,15,0.0
1992,0,15,1.0
1993,1,15,0.0
1993,0,15,0.0
1994,1,15,0.0
1994,0,15,0.0
1995,1,15,0.0
1995,0,15,1.0
1996,1,15,0.0
1996,0,15,0.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,0.0
1999,0,15,1.0
2000,1,15,0.0
2000,0,15,0.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,0.0
2003,1,15,0.0
2003,0,15,0.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,0.0
2006,1,15,0.0
2006,0,15,0.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,1.0
2013,1,15,0.0
2013,0,15,0.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,33.0
1980,0,15,127.0
1981,1,15,43.0
1981,0,15,121.0
1982,1,15,28.0
1982,0,15,140.0
1983,1,15,38.0
1983,0,15,134.0
1984,1,15,45.0
1984,0,15,140.0
1985,1,15,27.0
1985,0,15,133.0
1986,1,15,37.0
1986,0,15,108.0
1987,1,15,38.0
1987,0,15,116.0
1988,1,15,38.0
1988,0,15,112.0
1989,1,15,26.0
1989,0,15,140.0
1990,1,15,23.0
1990,0,15,134.0
1991,1,15,34.0
1991,0,15,142.0
1992,1,15,29.0
1992,0,15,94.0
1993,1,15,26.0
1993,0,15,118.0
1994,1,15,18.0
1994,0,15,135.0
1995,1,15,32.0
1995,0,15,149.0
1996,1,15,35.0
1996,0,15,163.0
1997,1,15,47.0
1997,0,15,147.0
1998,1,15,37.0
1998,0,15,151.0
1999,1,15,34.0
1999,0,15,137.0
2000,1,15,48.0
2000,0,15,216.0
2001,1,15,60.0
2001,0,15,253.0
2002,1,15,47.0
2002,0,15,241.0
2003,1,15,53.0
2003,0,15,234.0
2004,1,15,59.0
2004,0,15,295.0
2005,1,15,62.0
2005,0,15,265.0
2006,1,15,74.0
2006,0,15,256.0
2007,1,15,90.0
2007,0,15,302.0
2008,1,15,110.0
2008,0,15,330.0
2009,1,15,102.0
2009,0,15,330.0
2010,1,15,90.0
2010,0,15,315.0
2011,1,15,69.0
2011,0,15,312.0
2012,1,15,62.0
2012,0,15,242.0
2013,1,15,60.0
2013,0,15,224.0
2014,1,15,58.0
2014,0,15,238.0
2015,1,15,64.0
2015,0,15,224.0
1984,1,15,120.0
1984,0,15,291.0
1985,1,15,117.0
1985,0,15,256.0
1986,1,15,121.0
1986,0,15,260.0
1987,1,15,118.0
1987,0,15,301.0
1988,1,15,85.0
1988,0,15,243.0
1989,1,15,78.0
1989,0,15,191.0
1990,1,15,95.0
1990,0,15,220.0
1991,1,15,100.0
1991,0,15,280.0
1992,1,15,111.0
1992,0,15,274.0
1993,1,15,101.0
1993,0,15,279.0
1994,1,15,130.0
1994,0,15,313.0
1995,1,15,116.0
1995,0,15,271.0
1996,1,15,121.0
1996,0,15,289.0
1997,1,15,117.0
1997,0,15,315.0
1998,1,15,247.0
1998,0,15,507.0
1999,1,15,240.0
1999,0,15,506.0
2000,1,15,262.0
2000,0,15,629.0
2001,1,15,302.0
2001,0,15,602.0
2002,1,15,295.0
2002,0,15,590.0
2003,1,15,299.0
2003,0,15,508.0
2004,1,15,246.0
2004,0,15,522.0
2005,1,15,225.0
2005,0,15,517.0
2006,1,15,197.0
2006,0,15,521.0
2007,1,15,208.0
2007,0,15,493.0
2008,1,15,206.0
2008,0,15,479.0
2009,1,15,207.0
2009,0,15,481.0
2010,1,15,187.0
2010,0,15,480.0
2011,1,15,159.0
2011,0,15,450.0
2012,1,15,151.0
2012,0,15,486.0
2013,1,15,141.0
2013,0,15,450.0
2014,1,15,132.0
2014,0,15,480.0
2015,1,15,176.0
2015,0,15,473.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,13.0
1980,0,15,33.0
1981,1,15,11.0
1981,0,15,25.0
1982,1,15,8.0
1982,0,15,14.0
1983,1,15,10.0
1983,0,15,29.0
1984,1,15,4.0
1984,0,15,18.0
1985,1,15,8.0
1985,0,15,33.0
1986,1,15,7.0
1986,0,15,20.0
1987,1,15,7.0
1987,0,15,22.0
1988,1,15,8.0
1988,0,15,22.0
1989,1,15,12.0
1989,0,15,23.0
1990,1,15,5.0
1990,0,15,35.0
1991,1,15,10.0
1991,0,15,15.0
1992,1,15,5.0
1992,0,15,28.0
1993,1,15,6.0
1993,0,15,26.0
1994,1,15,10.0
1994,0,15,30.0
1995,1,15,13.0
1995,0,15,40.0
1996,1,15,11.0
1996,0,15,47.0
1997,1,15,14.0
1997,0,15,42.0
1998,1,15,6.0
1998,0,15,42.0
1999,1,15,8.0
1999,0,15,46.0
2000,1,15,7.0
2000,0,15,53.0
2001,1,15,9.0
2001,0,15,32.0
2002,1,15,18.0
2002,0,15,58.0
2003,1,15,28.0
2003,0,15,62.0
2004,1,15,12.0
2004,0,15,68.0
2005,1,15,14.0
2005,0,15,44.0
2006,1,15,18.0
2006,0,15,63.0
2007,1,15,20.0
2007,0,15,46.0
2008,1,15,9.0
2008,0,15,52.0
2009,1,15,11.0
2009,0,15,51.0
2010,1,15,10.0
2010,0,15,40.0
2011,1,15,20.0
2011,0,15,52.0
2012,1,15,10.0
2012,0,15,58.0
2013,1,15,8.0
2013,0,15,48.0
2014,1,15,12.0
2014,0,15,43.0
1985,1,15,16.0
1985,0,15,57.0
1986,1,15,17.0
1986,0,15,51.0
1987,1,15,22.0
1987,0,15,58.0
1988,1,15,12.0
1988,0,15,78.0
1989,1,15,19.0
1989,0,15,50.0
1990,1,15,15.0
1990,0,15,51.0
1991,1,15,11.0
1991,0,15,77.0
1992,1,15,13.0
1992,0,15,101.0
1993,1,15,19.0
1993,0,15,76.0
1994,1,15,25.0
1994,0,15,61.0
1995,1,15,17.0
1995,0,15,73.0
1996,1,15,18.0
1996,0,15,80.0
1997,1,15,16.0
1997,0,15,72.0
1998,1,15,14.0
1998,0,15,61.0
1999,1,15,15.0
1999,0,15,71.0
2000,1,15,9.0
2000,0,15,57.0
2001,1,15,9.0
2001,0,15,55.0
2002,1,15,13.0
2002,0,15,53.0
2003,1,15,9.0
2003,0,15,57.0
2004,1,15,14.0
2004,0,15,31.0
2005,1,15,9.0
2005,0,15,39.0
2006,1,15,11.0
2006,0,15,49.0
2007,1,15,11.0
2007,0,15,34.0
2008,1,15,7.0
2008,0,15,40.0
2009,1,15,4.0
2009,0,15,45.0
2010,1,15,13.0
2010,0,15,40.0
2011,1,15,8.0
2011,0,15,24.0
2012,1,15,5.0
2012,0,15,35.0
2013,1,15,6.0
2013,0,15,41.0
2014,1,15,12.0
2014,0,15,37.0
2015,1,15,6.0
2015,0,15,34.0
2016,1,15,6.0
2016,0,15,30.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,142.0
1987,0,15,142.0
1988,1,15,142.0
1988,0,15,142.0
1989,1,15,142.0
1989,0,15,142.0
1990,1,15,142.0
1990,0,15,142.0
1991,1,15,142.0
1991,0,15,142.0
1992,1,15,231.0
1992,0,15,164.0
1993,1,15,178.0
1993,0,15,152.0
1994,1,15,152.0
1994,0,15,142.0
1995,1,15,162.0
1995,0,15,138.0
1996,1,15,113.0
1996,0,15,128.0
1997,1,15,72.0
1997,0,15,111.0
1998,1,15,86.0
1998,0,15,104.0
1999,1,15,64.0
1999,0,15,109.0
2000,1,15,51.0
2000,0,15,104.0
2001,1,15,48.0
2001,0,15,76.0
2002,1,15,29.0
2002,0,15,68.0
2003,1,15,31.0
2003,0,15,61.0
2004,1,15,23.0
2004,0,15,61.0
2005,1,15,36.0
2005,0,15,56.0
2006,1,15,17.0
2006,0,15,52.0
2007,1,15,15.0
2007,0,15,49.0
2008,1,15,24.0
2008,0,15,51.0
2009,1,15,12.0
2009,0,15,62.0
2010,1,15,18.0
2010,0,15,67.0
2011,1,15,13.0
2011,0,15,75.0
2012,1,15,25.0
2012,0,15,71.0
2013,1,15,20.0
2013,0,15,47.0
2014,1,15,19.0
2014,0,15,62.0
2015,1,15,17.0
2015,0,15,56.0
1999,1,15,0.0
1999,0,15,0.0
2000,1,15,0.0
2000,0,15,0.0
2002,1,15,142.0
2002,0,15,142.0
2003,1,15,142.0
2003,0,15,142.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,1.0
2005,0,15,2.0
2006,1,15,0.0
2006,0,15,1.0
2007,1,15,0.0
2007,0,15,3.0
2008,1,15,0.0
2008,0,15,3.0
2009,1,15,0.0
2009,0,15,5.0
2010,1,15,3.0
2010,0,15,4.0
2011,1,15,0.0
2011,0,15,3.0
2012,1,15,0.0
2012,0,15,6.0
2013,1,15,0.0
2013,0,15,8.0
2014,1,15,3.0
2014,0,15,2.0
2015,1,15,1.0
2015,0,15,5.0
2016,1,15,0.0
2016,0,15,5.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,34.0
1986,0,15,106.0
1987,1,15,29.0
1987,0,15,101.0
1988,1,15,35.0
1988,0,15,112.0
1989,1,15,30.0
1989,0,15,110.0
1990,1,15,34.0
1990,0,15,99.0
1991,1,15,33.0
1991,0,15,116.0
1992,1,15,22.0
1992,0,15,122.0
1993,1,15,35.0
1993,0,15,139.0
1994,1,15,31.0
1994,0,15,148.0
1995,1,15,35.0
1995,0,15,161.0
1996,1,15,24.0
1996,0,15,142.0
1997,1,15,21.0
1997,0,15,136.0
1998,1,15,31.0
1998,0,15,126.0
1999,1,15,24.0
1999,0,15,144.0
2000,1,15,25.0
2000,0,15,139.0
2001,1,15,19.0
2001,0,15,133.0
2002,1,15,26.0
2002,0,15,91.0
2003,1,15,22.0
2003,0,15,116.0
2004,1,15,14.0
2004,0,15,110.0
2005,1,15,16.0
2005,0,15,85.0
2006,1,15,12.0
2006,0,15,101.0
2007,1,15,15.0
2007,0,15,100.0
2008,1,15,14.0
2008,0,15,96.0
2009,1,15,16.0
2009,0,15,81.0
2010,1,15,20.0
2010,0,15,94.0
2011,1,15,19.0
2011,0,15,120.0
2012,1,15,10.0
2012,0,15,84.0
2013,1,15,15.0
2013,0,15,108.0
2014,1,15,11.0
2014,0,15,84.0
2015,1,15,19.0
2015,0,15,58.0
2016,1,15,22.0
2016,0,15,78.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,142.0
1987,0,15,142.0
1988,1,15,142.0
1988,0,15,142.0
1989,1,15,142.0
1989,0,15,142.0
1990,1,15,142.0
1990,0,15,142.0
1991,1,15,142.0
1991,0,15,142.0
1992,1,15,142.0
1992,0,15,142.0
1993,1,15,142.0
1993,0,15,142.0
1994,1,15,13.0
1994,0,15,37.0
1995,1,15,8.0
1995,0,15,47.0
1996,1,15,8.0
1996,0,15,46.0
1997,1,15,17.0
1997,0,15,45.0
1998,1,15,9.0
1998,0,15,34.0
1999,1,15,7.0
1999,0,15,40.0
2000,1,15,9.0
2000,0,15,39.0
2001,1,15,7.0
2001,0,15,38.0
2002,1,15,6.0
2002,0,15,40.0
2003,1,15,6.0
2003,0,15,24.0
2004,1,15,11.0
2004,0,15,33.0
2005,1,15,7.0
2005,0,15,21.0
2006,1,15,9.0
2006,0,15,24.0
2007,1,15,6.0
2007,0,15,15.0
2008,1,15,8.0
2008,0,15,30.0
2009,1,15,4.0
2009,0,15,24.0
2010,1,15,10.0
2010,0,15,17.0
2011,1,15,11.0
2011,0,15,26.0
2012,1,15,8.0
2012,0,15,33.0
2013,1,15,12.0
2013,0,15,23.0
2014,1,15,7.0
2014,0,15,31.0
2015,1,15,6.0
2015,0,15,18.0
1979,1,15,0.0
1979,0,15,0.0
1980,1,15,0.0
1980,0,15,0.0
1981,1,15,0.0
1981,0,15,0.0
1982,1,15,0.0
1982,0,15,1.0
1983,1,15,0.0
1983,0,15,0.0
1984,1,15,0.0
1984,0,15,0.0
1985,1,15,0.0
1985,0,15,0.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
1988,1,15,0.0
1988,0,15,0.0
1989,1,15,0.0
1989,0,15,0.0
1990,1,15,0.0
1990,0,15,0.0
1991,1,15,0.0
1991,0,15,0.0
1992,1,15,0.0
1992,0,15,0.0
1993,1,15,0.0
1993,0,15,0.0
1994,1,15,0.0
1994,0,15,0.0
1995,1,15,0.0
1995,0,15,0.0
1996,1,15,0.0
1996,0,15,0.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,0.0
1999,0,15,1.0
2000,1,15,0.0
2000,0,15,0.0
2001,1,15,1.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,0.0
2003,1,15,1.0
2003,0,15,0.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,0.0
2006,1,15,0.0
2006,0,15,0.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,1.0
2011,1,15,1.0
2011,0,15,0.0
2012,1,15,0.0
2012,0,15,0.0
2013,1,15,0.0
2013,0,15,0.0
2014,1,15,0.0
2014,0,15,1.0
2015,1,15,0.0
2015,0,15,0.0
1980,1,15,11.0
1980,0,15,22.0
1981,1,15,7.0
1981,0,15,15.0
1982,1,15,11.0
1982,0,15,23.0
1983,1,15,11.0
1983,0,15,29.0
1984,1,15,12.0
1984,0,15,26.0
1985,1,15,16.0
1985,0,15,24.0
1986,1,15,12.0
1986,0,15,24.0
1987,1,15,15.0
1987,0,15,18.0
1988,1,15,14.0
1988,0,15,20.0
1989,1,15,10.0
1989,0,15,18.0
1990,1,15,11.0
1990,0,15,22.0
1991,1,15,12.0
1991,0,15,24.0
1992,1,15,8.0
1992,0,15,28.0
1994,1,15,5.0
1994,0,15,24.0
1995,1,15,10.0
1995,0,15,19.0
1996,1,15,6.0
1996,0,15,15.0
1997,1,15,5.0
1997,0,15,28.0
1998,1,15,10.0
1998,0,15,20.0
1999,1,15,5.0
1999,0,15,26.0
2000,1,15,8.0
2000,0,15,20.0
2001,1,15,8.0
2001,0,15,29.0
2002,1,15,7.0
2002,0,15,20.0
2003,1,15,4.0
2003,0,15,15.0
2004,1,15,5.0
2004,0,15,19.0
2005,1,15,11.0
2005,0,15,38.0
2006,1,15,3.0
2006,0,15,26.0
2007,1,15,9.0
2007,0,15,16.0
2008,1,15,3.0
2008,0,15,18.0
2009,1,15,11.0
2009,0,15,23.0
2010,1,15,11.0
2010,0,15,17.0
2011,1,15,8.0
2011,0,15,23.0
2012,1,15,10.0
2012,0,15,27.0
2013,1,15,29.0
2013,0,15,72.0
1979,1,15,56.0
1979,0,15,70.0
1980,1,15,62.0
1980,0,15,68.0
1981,1,15,81.0
1981,0,15,78.0
1982,1,15,95.0
1982,0,15,69.0
1983,1,15,84.0
1983,0,15,79.0
1984,1,15,92.0
1984,0,15,92.0
1985,1,15,58.0
1985,0,15,104.0
1986,1,15,74.0
1986,0,15,87.0
1987,1,15,79.0
1987,0,15,78.0
1988,1,15,73.0
1988,0,15,107.0
1989,1,15,89.0
1989,0,15,77.0
1990,1,15,84.0
1990,0,15,97.0
1991,1,15,117.0
1991,0,15,107.0
1992,1,15,92.0
1992,0,15,114.0
1993,1,15,131.0
1993,0,15,105.0
1994,1,15,95.0
1994,0,15,91.0
1995,1,15,95.0
1995,0,15,113.0
1996,1,15,102.0
1996,0,15,126.0
1997,1,15,101.0
1997,0,15,124.0
1998,1,15,102.0
1998,0,15,122.0
1999,1,15,96.0
1999,0,15,138.0
2000,1,15,73.0
2000,0,15,132.0
2001,1,15,86.0
2001,0,15,130.0
2002,1,15,91.0
2002,0,15,132.0
2003,1,15,120.0
2003,0,15,138.0
2004,1,15,127.0
2004,0,15,165.0
2005,1,15,140.0
2005,0,15,206.0
2006,1,15,153.0
2006,0,15,156.0
2007,1,15,135.0
2007,0,15,235.0
2008,1,15,107.0
2008,0,15,209.0
2009,1,15,100.0
2009,0,15,214.0
2010,1,15,113.0
2010,0,15,214.0
2011,1,15,120.0
2011,0,15,200.0
2012,1,15,118.0
2012,0,15,240.0
2013,1,15,89.0
2013,0,15,156.0
2014,1,15,77.0
2014,0,15,164.0
2015,1,15,110.0
2015,0,15,234.0
1980,1,15,3.0
1980,0,15,2.0
1987,1,15,2.0
1987,0,15,1.0
1991,1,15,142.0
1991,0,15,142.0
1992,1,15,142.0
1992,0,15,142.0
2000,1,15,3.0
2000,0,15,16.0
2001,1,15,6.0
2001,0,15,10.0
2002,1,15,7.0
2002,0,15,5.0
2003,1,15,8.0
2003,0,15,14.0
2004,1,15,5.0
2004,0,15,9.0
2005,1,15,5.0
2005,0,15,13.0
2006,1,15,7.0
2006,0,15,10.0
2007,1,15,5.0
2007,0,15,4.0
2008,1,15,6.0
2008,0,15,8.0
2009,1,15,3.0
2009,0,15,10.0
2010,1,15,8.0
2010,0,15,10.0
2011,1,15,8.0
2011,0,15,44.0
2012,1,15,17.0
2012,0,15,57.0
2013,1,15,9.0
2013,0,15,42.0
2014,1,15,7.0
2014,0,15,27.0
2015,1,15,7.0
2015,0,15,8.0
1981,1,15,77.0
1981,0,15,162.0
1982,1,15,79.0
1982,0,15,144.0
1983,1,15,99.0
1983,0,15,158.0
1984,1,15,106.0
1984,0,15,140.0
1990,1,15,112.0
1990,0,15,127.0
1991,1,15,97.0
1991,0,15,98.0
1992,1,15,87.0
1992,0,15,83.0
1993,1,15,81.0
1993,0,15,113.0
1995,1,15,114.0
1995,0,15,171.0
1996,1,15,112.0
1996,0,15,128.0
1997,1,15,109.0
1997,0,15,128.0
1998,1,15,92.0
1998,0,15,108.0
1999,1,15,94.0
1999,0,15,115.0
2000,1,15,82.0
2000,0,15,110.0
2001,1,15,74.0
2001,0,15,130.0
2002,1,15,76.0
2002,0,15,95.0
2003,1,15,79.0
2003,0,15,112.0
2004,1,15,60.0
2004,0,15,108.0
2005,1,15,65.0
2005,0,15,103.0
2006,1,15,61.0
2006,0,15,89.0
2007,1,15,57.0
2007,0,15,93.0
2008,1,15,53.0
2008,0,15,106.0
2009,1,15,55.0
2009,0,15,95.0
2010,1,15,44.0
2010,0,15,81.0
2011,1,15,52.0
2011,0,15,116.0
2012,1,15,56.0
2012,0,15,100.0
2013,1,15,43.0
2013,0,15,79.0
2014,1,15,33.0
2014,0,15,51.0
1981,1,15,8.0
1981,0,15,37.0
1982,1,15,4.0
1982,0,15,46.0
1983,1,15,142.0
1983,0,15,142.0
1985,1,15,7.0
1985,0,15,29.0
1986,1,15,6.0
1986,0,15,22.0
1987,1,15,6.0
1987,0,15,28.0
1988,1,15,11.0
1988,0,15,36.0
1989,1,15,8.0
1989,0,15,36.0
1990,1,15,6.0
1990,0,15,31.0
1991,1,15,7.0
1991,0,15,23.0
1992,1,15,10.0
1992,0,15,38.0
1993,1,15,11.0
1993,0,15,33.0
1994,1,15,10.0
1994,0,15,42.0
1995,1,15,7.0
1995,0,15,29.0
1996,1,15,8.0
1996,0,15,37.0
1997,1,15,6.0
1997,0,15,36.0
1998,1,15,5.0
1998,0,15,36.0
1999,1,15,7.0
1999,0,15,47.0
2000,1,15,6.0
2000,0,15,30.0
2001,1,15,6.0
2001,0,15,36.0
2002,1,15,4.0
2002,0,15,34.0
2003,1,15,6.0
2003,0,15,31.0
2004,1,15,6.0
2004,0,15,31.0
2005,1,15,5.0
2005,0,15,27.0
2006,1,15,5.0
2006,0,15,26.0
2007,1,15,3.0
2007,0,15,21.0
2008,1,15,5.0
2008,0,15,29.0
2009,1,15,2.0
2009,0,15,23.0
2010,1,15,2.0
2010,0,15,20.0
2011,1,15,3.0
2011,0,15,19.0
2012,1,15,2.0
2012,0,15,14.0
2013,1,15,2.0
2013,0,15,15.0
2014,1,15,1.0
2014,0,15,19.0
2015,1,15,1.0
2015,0,15,21.0
1979,1,15,0.0
1979,0,15,0.0
1980,1,15,0.0
1980,0,15,0.0
1981,1,15,0.0
1981,0,15,0.0
1982,1,15,0.0
1982,0,15,0.0
1983,1,15,0.0
1983,0,15,1.0
2001,1,15,5.0
2001,0,15,8.0
2002,1,15,6.0
2002,0,15,9.0
2003,1,15,1.0
2003,0,15,3.0
2004,1,15,4.0
2004,0,15,3.0
2005,1,15,2.0
2005,0,15,2.0
2006,1,15,5.0
2006,0,15,4.0
2007,1,15,1.0
2007,0,15,3.0
2008,1,15,3.0
2008,0,15,3.0
2009,1,15,2.0
2009,0,15,3.0
2011,1,15,3.0
2011,0,15,4.0
2012,1,15,4.0
2012,0,15,7.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,26.0
1987,0,15,135.0
1988,1,15,25.0
1988,0,15,137.0
1989,1,15,21.0
1989,0,15,170.0
1990,1,15,35.0
1990,0,15,169.0
1991,1,15,23.0
1991,0,15,139.0
1992,1,15,26.0
1992,0,15,115.0
1993,1,15,10.0
1993,0,15,107.0
1994,1,15,24.0
1994,0,15,147.0
1995,1,15,26.0
1995,0,15,118.0
1996,1,15,21.0
1996,0,15,110.0
1997,1,15,22.0
1997,0,15,128.0
1998,1,15,25.0
1998,0,15,98.0
1999,1,15,19.0
1999,0,15,122.0
2000,1,15,26.0
2000,0,15,105.0
2001,1,15,22.0
2001,0,15,93.0
2002,1,15,23.0
2002,0,15,97.0
2003,1,15,27.0
2003,0,15,95.0
2004,1,15,31.0
2004,0,15,110.0
2005,1,15,33.0
2005,0,15,68.0
2006,1,15,19.0
2006,0,15,108.0
2007,1,15,31.0
2007,0,15,89.0
2008,1,15,26.0
2008,0,15,81.0
2009,1,15,28.0
2009,0,15,89.0
2010,1,15,30.0
2010,0,15,105.0
2011,1,15,27.0
2011,0,15,89.0
2012,1,15,32.0
2012,0,15,85.0
2013,1,15,31.0
2013,0,15,68.0
2014,1,15,22.0
2014,0,15,63.0
2015,1,15,12.0
2015,0,15,59.0
1979,1,15,206.0
1979,0,15,640.0
1980,1,15,227.0
1980,0,15,682.0
1981,1,15,208.0
1981,0,15,632.0
1982,1,15,227.0
1982,0,15,660.0
1983,1,15,203.0
1983,0,15,720.0
1984,1,15,189.0
1984,0,15,710.0
1985,1,15,197.0
1985,0,15,740.0
1986,1,15,193.0
1986,0,15,695.0
1987,1,15,175.0
1987,0,15,641.0
1988,1,15,178.0
1988,0,15,606.0
1989,1,15,190.0
1989,0,15,681.0
1990,1,15,184.0
1990,0,15,607.0
1991,1,15,167.0
1991,0,15,639.0
1992,1,15,175.0
1992,0,15,589.0
1993,1,15,210.0
1993,0,15,756.0
1994,1,15,171.0
1994,0,15,663.0
1995,1,15,181.0
1995,0,15,622.0
1996,1,15,165.0
1996,0,15,519.0
1997,1,15,167.0
1997,0,15,534.0
1998,1,15,140.0
1998,0,15,523.0
1999,1,15,127.0
1999,0,15,477.0
2000,1,15,137.0
2000,0,15,471.0
2001,1,15,135.0
2001,0,15,434.0
2002,1,15,120.0
2002,0,15,469.0
2003,1,15,141.0
2003,0,15,495.0
2004,1,15,135.0
2004,0,15,486.0
2005,1,15,128.0
2005,0,15,439.0
2006,1,15,124.0
2006,0,15,398.0
2007,1,15,114.0
2007,0,15,397.0
2008,1,15,108.0
2008,0,15,422.0
2009,1,15,122.0
2009,0,15,404.0
2010,1,15,117.0
2010,0,15,385.0
2011,1,15,124.0
2011,0,15,367.0
2012,1,15,106.0
2012,0,15,359.0
2013,1,15,116.0
2013,0,15,310.0
2014,1,15,92.0
2014,0,15,282.0
1979,1,15,2.0
1979,0,15,0.0
1982,1,15,142.0
1982,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
2001,1,15,1.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,1.0
2003,1,15,0.0
2003,0,15,3.0
2004,1,15,2.0
2004,0,15,6.0
2005,1,15,2.0
2005,0,15,2.0
2006,1,15,1.0
2006,0,15,0.0
2007,1,15,2.0
2007,0,15,3.0
2008,1,15,0.0
2008,0,15,5.0
2009,1,15,1.0
2009,0,15,2.0
2010,1,15,3.0
2010,0,15,2.0
2011,1,15,3.0
2011,0,15,2.0
2012,1,15,1.0
2012,0,15,4.0
2013,1,15,4.0
2013,0,15,6.0
2014,1,15,2.0
2014,0,15,3.0
1981,1,15,8.0
1981,0,15,29.0
1982,1,15,10.0
1982,0,15,30.0
1983,1,15,142.0
1983,0,15,142.0
1985,1,15,5.0
1985,0,15,21.0
1986,1,15,3.0
1986,0,15,18.0
1987,1,15,11.0
